ObjectID,GlobalID,Tag,Height,Width,Flowering,Browsing,# Minis,Photo Number,Comments,ScGl_tag_id,ParentGlobalID,CreationDate,Creator,EditDate,Editor
787,958339dd-2556-4f1f-b6ec-562c49bf388c,156.01,1.9,3,1,0,,,,3690,7909e9a4-9652-46d7-ab7b-8ebe1ae097ae,5/2/2024 2:01:17 AM,MichelleDPL,5/2/2024 2:01:17 AM,MichelleDPL
788,30833be7-db0b-4f44-bb84-7704877937ac,130,1.2,2.5,1,0,,1,,131,7909e9a4-9652-46d7-ab7b-8ebe1ae097ae,5/2/2024 2:01:17 AM,MichelleDPL,5/2/2024 2:01:17 AM,MichelleDPL
789,b6b846ba-7fb6-4ab6-8b02-aa8b3ea6be41,343.03,0.8,0.7,0,0,,,Looks sickly,3976,7909e9a4-9652-46d7-ab7b-8ebe1ae097ae,5/2/2024 2:01:17 AM,MichelleDPL,5/2/2024 2:01:17 AM,MichelleDPL
790,2f15427c-c99d-4ae3-a0ee-b75e48e079e0,343.02,1.4,1,0,0,,,,2707,7909e9a4-9652-46d7-ab7b-8ebe1ae097ae,5/2/2024 2:01:17 AM,MichelleDPL,5/2/2024 2:01:17 AM,MichelleDPL
791,1e402887-592e-428e-a7bc-ecdc5c7b2c4b,343.04,1.2,0.7,0,0,,,Tag is 22 cm WSW of cactus,,7909e9a4-9652-46d7-ab7b-8ebe1ae097ae,5/2/2024 2:01:17 AM,MichelleDPL,5/2/2024 2:01:17 AM,MichelleDPL
792,0f1eb800-cd84-46f8-b2d2-ea09fb376af3,370.01,1.6,2.9,0,0,,,,3833,7909e9a4-9652-46d7-ab7b-8ebe1ae097ae,5/2/2024 2:01:17 AM,MichelleDPL,5/2/2024 2:01:17 AM,MichelleDPL
793,d415d6f7-2ba6-46dd-aacf-70674b37fea1,,,,,,,,,,7909e9a4-9652-46d7-ab7b-8ebe1ae097ae,5/2/2024 2:01:17 AM,MichelleDPL,5/2/2024 2:01:17 AM,MichelleDPL
794,908831e3-15e6-4cce-a507-1c8150152a0d,315,3.2,5.4,1,0,0,3,,226,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
795,630c091b-6155-4fcd-baaf-7a46c6851a85,315.01,1.8,2.3,0,0,0,Tag 13cm w,,3515,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
796,746be712-93f9-43c4-85fc-864f33127684,315.02,1,1.8,0,0,0,0,,3970,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
797,3f4dbcd3-0b1a-4dc3-8791-766a8d432c4c,1223.01,2.4,4.6,1,0,,2,,2262,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
798,4a0c22df-27f6-4b6a-8d6e-a7f8bd78aa6d,180.02,2.1,3.7,0,0,,,,182,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
799,4749f0a3-930b-48a9-9868-89c0505868d8,180.01,1.3,2.4,0,0,,,,181,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
800,88e048e9-b01a-4b28-9556-f5dfc24ce93f,180.04,1.2,1.7,0,0,,,,2703,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
801,5da7e897-8ff5-422f-969c-b8cdd1b27d19,1239,2.2,6,1,0,,3,,217,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
802,2b6f5a1b-f022-4796-b0cd-5563d529c7bf,1239.01,1.4,0.9,0,0,,,Tag is 45 cm NE,,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
803,38d0e463-3f38-4242-87c8-eb189732e520,757.02,3.3,5.8,1,0,,3,,216,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
804,10140de5-7e92-402c-9b4d-7912b7478476,757.01,2.2,4.4,0,0,,,,215,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
805,e0a79592-aaf9-4933-8df9-e6a9418f779c,757.03,4.9,4.4,,1,,1,,2489,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
806,fe81afa4-8261-40a5-b680-f667368efc94,757.06,1.1,1,0,0,,,,3974,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
807,a280ab68-4bcf-414e-a08a-9d31e803e072,757.05,1.2,1.4,0,0,,,,,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
808,edaa1380-f2bb-452b-a954-1cd373c0fe58,473.01,1.4,2.1,1,,,1,,3971,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
809,0ec68f76-b593-4c96-affc-6bd529d170df,784,,,,,,,DEAD,203,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
810,2431ecb4-d447-4e2f-8f51-bd7258278e71,346.01,1.6,2.3,0,0,,,,3517,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
811,80e2b795-1bb0-4a30-847a-fe548faba9e5,121,2.2,3.6,1,,,1,"2024 tag location:x .76, y 11.9",3635,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
812,bc9c0d3d-a2f6-4a47-9fbb-7bd0eea89535,121.02,1.4,1.2,0,0,,,Tag 8 cm NW of plant,,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
813,5ee1b8c4-8226-48c5-b20a-7d9eb9338503,134.01,1.6,3,1,0,,1,,3689,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
814,11df65d9-21f6-4400-9816-77718acc1d00,561,0.7,1.9,0,0,,,,3636,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
815,b518de48-6ac3-4522-88b6-5c74b76b92ae,561.01,1.5,1.7,0,0,,,"2024 tag location: x .69,y12.75",3637,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
816,f63fb6ed-0b5c-4e54-a791-9e8d5195c5bb,430,4.2,5.5,1,0,,4,,179,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
817,fb063b53-482e-4e18-a39f-d105f0975a63,171,,,,,,,Tag missing,140,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
818,d835bea3-0461-4a3f-9588-c0c4558fdb85,,,,,,,,,,6a9659ce-a375-4596-9b7a-5e4cf4e4346f,5/2/2024 2:01:18 AM,MichelleDPL,5/2/2024 2:01:18 AM,MichelleDPL
819,4c3a9881-cba5-4f72-8e22-f00f9f891591,999,1.6,1.9,0,0,,,"Tag location : x0 .305, y 14.75. Tag 10 cm N of cactus.",,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
820,a709a776-2fee-4795-82d2-46aeb97eb596,8.01,2.3,1.8,0,0,,,Tag 24 cm E of cactus. Amongst woody shrub.,,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
821,fd69ea12-80fe-495f-bcbe-2bc4a08af10e,131,1.85,3.7,0,0,,,Tag 10 cm NW,126,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
822,53a8c852-71b9-47b1-9cb7-21e2f3c8bba6,131,1.2,2.9,1,0,,1,Tag 22 cm W of cactus.,126,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
823,9cd45574-c4a9-48fd-b68c-61538458e2e5,149,0.7,3.6,0,0,,,,3512,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
824,627e50b0-0641-4f2b-9ce9-48500312be4f,149.02,0.7,2.9,0,0,,,,3687,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
825,d28dc4bb-e403-47d7-87e1-6c755e43ac92,169,3.3,4.6,1,0,,1,,2876,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
826,4144eade-2ef1-4fcf-9986-baa3ddaf0179,354,2.7,5.6,,0,,3,,214,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
827,fde42ab0-a954-468e-ad47-324f4d2b19a0,354.01,0.5,0.6,0,0,,,Tag 7 cm SW,2875,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
828,6b99332b-3920-4aa0-8602-e567122869e9,354.03,1,0.9,0,0,,,,3965,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
829,258d21c2-7cb7-4e75-ade8-644d0e1efca8,354.04,0.6,0.7,0,0,,,,3966,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
830,b68548ae-479d-4010-8f14-9af7d22141db,354.07,1.1,0.8,0,0,,,,3969,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
831,676b19ee-65e6-4f6b-bbc5-dedb6b3fb66e,354.02,0.5,1.8,0,0,,,,3964,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
832,adfa6f0b-2028-44e6-8f3e-5d8ce96d3ddc,354.06,0.7,0.9,0,0,,,,3968,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
833,bf60a700-ebd9-4192-83c7-fd6d051a8d41,129.01,2,6.1,1,0,,2,,3514,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
834,646c1f3f-6ad9-4470-8aa8-a5234ffda46a,,,,,,,,,,a335693b-36eb-4b8a-bb79-7a8b6a1181e2,5/2/2024 2:01:19 AM,MichelleDPL,5/2/2024 2:01:19 AM,MichelleDPL
835,8ed54417-eea0-433a-b3bb-b360a21918f0,772,1.4,2.2,0,0,,,,1284,70435de7-967c-4f3f-aade-18a54e170e70,5/3/2024 3:36:04 AM,MichelleDPL,5/3/2024 3:36:04 AM,MichelleDPL
836,ea82949d-c35f-462e-82a2-3d5bc9316cc7,988,5.4,6.3,1,0,,5,9999 now 988. Tag is 10 cm N of cactus.,,70435de7-967c-4f3f-aade-18a54e170e70,5/3/2024 3:36:04 AM,MichelleDPL,5/3/2024 3:36:04 AM,MichelleDPL
837,3b95a18d-b77b-4f61-a948-62986fa3bce8,780.01,5.6,7.5,1,0,,7,,2091,70435de7-967c-4f3f-aade-18a54e170e70,5/3/2024 3:36:04 AM,MichelleDPL,5/3/2024 3:36:04 AM,MichelleDPL
838,7b35fe6a-54fd-4ebb-a60e-bdece5bea88b,990,3.2,5.5,1,,,2,"Tag location :x .80, Y 16.86. Tag is 10 cm N of cactus.",,70435de7-967c-4f3f-aade-18a54e170e70,5/3/2024 3:36:04 AM,MichelleDPL,5/3/2024 3:36:04 AM,MichelleDPL
839,ac388973-d6d8-4657-bd54-15d015b43ac7,,,,,,,,,,70435de7-967c-4f3f-aade-18a54e170e70,5/3/2024 3:36:04 AM,MichelleDPL,5/3/2024 3:36:04 AM,MichelleDPL
840,dead6023-efda-45af-8f11-920d26503a40,998,3.2,3.2,1,0,,1,"Tag location: x 0.345, y 2.30. Tag is 10 cm N of cactus.",,7f008787-91c0-4e93-ad74-e5d6c61c42d4,5/3/2024 3:36:05 AM,MichelleDPL,5/3/2024 3:36:05 AM,MichelleDPL
841,db3ff178-7784-4d3a-852c-bb17d74f2f83,582,3.3,5.8,1,,,3,,3301,7f008787-91c0-4e93-ad74-e5d6c61c42d4,5/3/2024 3:36:05 AM,MichelleDPL,5/3/2024 3:36:05 AM,MichelleDPL
842,4b940ceb-9c79-4b93-a741-7f1b5e912c64,19,3.2,4.1,1,0,,2,,3300,7f008787-91c0-4e93-ad74-e5d6c61c42d4,5/3/2024 3:36:05 AM,MichelleDPL,5/3/2024 3:36:05 AM,MichelleDPL
843,5f892bee-162e-4af3-b48a-33f92235de8d,389,,,,,,,Tag very buried. Cactus dead.,1285,7f008787-91c0-4e93-ad74-e5d6c61c42d4,5/3/2024 3:36:05 AM,MichelleDPL,5/3/2024 3:36:05 AM,MichelleDPL
844,25371dcb-24c2-493d-acfd-fa3d24f67a3e,770.03cactus,2.2,2.1,0,0,,,Cactus on West side of rock.,,7f008787-91c0-4e93-ad74-e5d6c61c42d4,5/3/2024 3:36:05 AM,MichelleDPL,5/3/2024 3:36:05 AM,MichelleDPL
845,ede077c0-5013-4281-a218-46ac2fb36c48,263,,,,,,,Tag and cactus NOT in transect 3. In transect 2.,3925,7f008787-91c0-4e93-ad74-e5d6c61c42d4,5/3/2024 3:36:05 AM,MichelleDPL,5/3/2024 3:36:05 AM,MichelleDPL
846,8649a4df-a1df-4da9-994a-9b831bc4c9cc,,,,,,,,,,7f008787-91c0-4e93-ad74-e5d6c61c42d4,5/3/2024 3:36:05 AM,MichelleDPL,5/3/2024 3:36:05 AM,MichelleDPL
847,9922a776-e8b4-46a7-8846-ecdf386ce9ef,88,8,5.6,0,0,0,0,,2107,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
848,f1baeaaf-72b4-423c-978d-37c4a12d734f,88.03,12.2,6.6,1,0,0,3,Tag is 34cm SSE.,2110,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
849,e250cee9-0fb4-42fd-ac60-40203a0de3e3,88.02,12,6.8,1,0,0,3,Tag is 30cm SSE.,2109,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
850,aeed55fd-d83d-4c6a-9085-f061f40cb9e8,88.04,10,5.9,0,0,0,0,Tag is 27cm S.,2111,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
851,a6c45b84-b0ef-48dc-9b35-b345eaf9d3f2,88.01,12.5,7,1,,,2,Tag is SE 26cm.,,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
852,5b2062b1-09be-49ab-b83d-c110a37dd04c,88.05,8.2,4.7,0,0,0,0,Tag is 18cm S,2112,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
853,99f710aa-0b32-4667-ac26-0d73b2adbd4b,107,9.9,15,1,0,0,11,Tag is 12cm SSW.,2113,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
854,4184f01c-47b7-4998-97ff-30a2df6dd4da,107.02,4.1,4.1,1,0,0,1,Tag is 24cm S.,2115,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
855,167be1f0-5113-48fb-ae91-679d6a392040,107.01,16,8.2,1,0,0,6,Tag is 20cm SSE.,2114,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
856,8522d090-30fc-47ec-9a68-dfd84939796c,126,3.4,4.7,0,1,0,0,Heavily damaged.,3674,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
857,fb3ab136-c2a4-4143-8bce-00bb1fd6696e,115.01,7,6.8,0,1,0,0,Slightly browsed/hollowed,2117,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
858,fda4d2d2-d050-4ab1-bfba-fb7350860a4f,115.03,10.6,7,0,1,0,,,2119,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
859,17b6e862-8d5c-4d99-887b-7f162c84d9d7,122,8.6,7.1,1,0,,2,Tag is 23cm S.,2120,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
860,8c9b28fe-4747-4647-b321-8fe187220ff5,120,0,0,,,,,Found dead.,2121,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
861,8540517c-9df7-4314-b1b2-70cdc384ed63,120.01,0,0,,,,,Found dead,2122,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
862,1c77c08d-eb1b-40a2-9a46-fc00b678cf69,1242,,,,,,,Found dead. Tag is 24cm S.,2438,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
863,659bf605-b0e4-430f-9d3a-df845accaedc,1242.02,,,,,,,Found dead,2440,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
864,e78032c0-85ae-41f0-af88-d179b848a50a,1242.03,,,,,,,"Not found, near dead 1242.02.",2126,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
865,cab086a0-45d3-403c-b4fd-198b5b99ea9b,101.01,,0,,,,,Found dead,2128,93c5ebf0-e778-4b29-900b-7f36a0dd4ab1,5/3/2024 3:36:06 AM,MichelleDPL,5/3/2024 3:36:06 AM,MichelleDPL
866,553ce84b-9730-4bbe-aaf8-c2a0ac79cb4d,1138,6.5,6,0,1,0,0,,3811,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
867,2b63fb15-d3c9-4cf1-98fe-1a4795678cb1,997,5.4,4.7,0,0,0,0,"Tag is 10cm N. (0.67, 24.27) was 95000.002.",,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
868,453c0b34-272d-4073-8a27-6d62241c2c1d,43.04,6.2,4.4,0,0,0,,Tag is 1.41m SSE.,,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
869,cd786a21-5972-456b-9108-bc1d03e5e027,43.05,2,2.3,0,0,0,,Tag is 1.55m SSE.,,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
870,8f060f74-7fad-47c0-a35f-06df6d9f592d,43.03,2.5,2,0,0,0,,,3810,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
871,1c7e08ec-349f-4d91-9243-4904166bf14f,43.02,,,,,,,Found dead,2850,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
872,4e28ac12-6060-490d-b525-79e9c9938f9e,43.01,,,,,,,Found dead,2849,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
873,8243ab21-c84f-4b5e-a003-2fea02f22563,105,,,,,,,Found dead. Clump with 105.01-105.04,2160,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
874,de8c19a3-ee14-45c2-8605-e1e65311cf77,105.1,,,,,,,Dead,2161,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
875,713ccea9-9c21-439f-8cea-4aacf528fcb8,105.2,,,,,,,Dead,2162,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
876,6eefb4ce-13bd-4aa0-b7d5-14b40fdc7731,105.3,,,,,,,Dead,2163,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
877,ca1ff2d2-7adb-44ad-b99d-8b93d5197ddd,105.4,,,,,,,Dead,2164,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
878,ac352bca-4f10-419a-a1ea-872829568e95,93,,,,,,,Found dead,2165,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
879,9ecd1d25-823f-4d1c-afee-58a3b5a352b7,93.1,12,7.2,1,0,,5,,2166,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
880,7d54184c-c6ab-4c6e-91d0-6e4e6c76e5a6,144,7,7.4,0,0,,,,3009,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
881,45a1f907-78f4-41e9-b99c-5097007d669d,162,5,4.4,0,1,,,,3480,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
882,0006a1ed-fdea-420b-8e29-58fefec4de5a,513,6.2,5.1,0,1,,,,3010,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
883,f1466fb8-c0a8-4e59-83bb-00b0b5f08209,728,5,4.8,0,0,,,Dying,2454,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
884,4b79f96a-44ea-47d7-9e91-2611d3aa9a68,728.01,,,,,,,Dead,2455,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
885,a1c86a0e-c8e2-4fe5-ade8-8786425b8371,728.02,,,,,,,Dead,2456,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
886,a4ceaf55-a5bc-47a4-b62e-f7ea2b648703,728.03,,,,,,,Dead,2457,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
887,f5af82eb-e88c-4d07-9dd6-b84e352cd181,728.04,5.2,5,0,1,0,,,2458,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
888,c782fd47-ad61-4d4e-94f3-f94598574bba,728.05,,,,,,,Dead,2459,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
889,34ca2fcc-e4ba-458e-94ab-483e4a58a643,728.06,,,,,,,Dead,3808,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
890,dc4447cb-f364-490a-87f8-2c2dda499ab4,728.07,1.5,1.5,0,0,0,,,3809,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
891,f16708ae-fd24-4ab6-bd55-78445b9cdd86,516,,,,,,,Found dead,3011,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
892,2d92fbb8-e347-4ae1-8a1c-69a594d21ba8,,,,,,,,,,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
893,e3bfd3a9-cc12-4351-a4f1-8dbf3d5aea12,86,15.5,7.4,1,0,0,3,Exposed roots. ,2167,0c8a5e72-1d9f-4496-9293-139280168d13,5/3/2024 3:36:07 AM,MichelleDPL,5/3/2024 3:36:07 AM,MichelleDPL
